route_id,route_short_name,route_long_name,route_type,route_text_color,route_color,agency_id
MRG313MB,MRG313MB,CANACONA - KUSKEM,3,cc33ff,,ktcl-goa-in
MRG50,MRG50,CANACONA - MATIMOL,3,,,ktcl-goa-in
MRG339MB,MRG339MB,CANACONA - CURCHOREM,3,cc33ff,,ktcl-goa-in
PRV77,PRV77,BICHOLIM - NARVA via MAYEM LAKE,3,,,ktcl-goa-in
PRV82,PRV82,BICHOLIM - MURDI via PILGAO,3,,,ktcl-goa-in
PRV230,PRV230,ADVOI - MORLLEM,3,,,ktcl-goa-in
VSD81,VSD81,AGAPUR - VASCO,3,,,ktcl-goa-in
VSD43E,VSD43E,AIRPORT - CALANGUTE via PANAJI,3,00b33c,,ktcl-goa-in
PRV175,PRV175,ASSNODA - VERNA IND via PANAJI,3,,,ktcl-goa-in
VSD83,VSD83,ASSOLDA - VASCO,3,,,ktcl-goa-in
PRV78,PRV78,BICHOLIM - NARVA,3,,,ktcl-goa-in
PNJ29,PNJ29,BAMBOLI GMC - SHIGNE via MARCEL,3,,,ktcl-goa-in
PRV76,PRV76,BICHOLIM - BICHOLIM,3,,,ktcl-goa-in
PRV79,PRV79,BICHOLIM - BICHOLIM via SINQUERIM,3,,,ktcl-goa-in
PNJ44,PNJ44,BICHOLIM - DHARBANDORA,3,,,ktcl-goa-in
PRV233,PRV233,BICHOLIM - HATURLI,3,,,ktcl-goa-in
PNJ91,PNJ91,BICHOLIM - HIVRE via VALPOI,3,,,ktcl-goa-in
PRV81,PRV81,BICHOLIM - MADEL via HATURLI,3,,,ktcl-goa-in
PRV80,PRV80,BICHOLIM - MADEL via SADETIR,3,,,ktcl-goa-in
PNJ21,PNJ21,BICHOLIM - MARGAO,3,,,ktcl-goa-in
MRG326MB,MRG326MB,CANACONA - MATTIMOL,3,cc33ff,,ktcl-goa-in
MRG122IS,MRG122IS,CURCHOREM - KARWAR via CUNCOLIM,3,,,ktcl-goa-in
MRG167,MRG167,CURCHOREM - MANGAL,3,,,ktcl-goa-in
MRG165,MRG165,CURCHOREM - MANGAL via RIVONA,3,,,ktcl-goa-in
MRG166,MRG166,CURCHOREM - MANGAL via SULCORNA,3,,,ktcl-goa-in
MRG374MB,MRG374MB,CURCHOREM - MARGAO,3,cc33ff,,ktcl-goa-in
MRG87,MRG87,"CURCHOREM - MOLLEM via DHARBANDORA,DHARBANDORA",3,,,ktcl-goa-in
MRG106,MRG106,CURCHOREM - FMD ENG CLG,3,,,ktcl-goa-in
MRG331MB,MRG331MB,CURCHOREM - NETURLIM,3,cc33ff,,ktcl-goa-in
MRG187S,MRG187S,CURCHOREM - PANAJI,3,00b33c,,ktcl-goa-in
MRG111S,MRG111S,CURCHOREM - PANAJI MKT via MARGAO,3,,,ktcl-goa-in
MRG79,MRG79,CURCHOREM - SALJINI via RIVONA,3,,,ktcl-goa-in
MRG354MB,MRG354MB,CURCHOREM - SANGUEM,3,cc33ff,,ktcl-goa-in
MRG80,MRG80,CURCHOREM - VADE COLONY via RIVONA,3,,,ktcl-goa-in
MRG81,MRG81,CURCHOREM - MOLLEM via SHIGAO,3,,,ktcl-goa-in
MRG323MB,MRG323MB,CANACONA - MUDKUD,3,cc33ff,,ktcl-goa-in
MRG375MB,MRG375MB,CURCHOREM - ASSOLDA,3,cc33ff,,ktcl-goa-in
MRG58,MRG58,CUNCOLIM - BETUL via MURIDA,3,,,ktcl-goa-in
MRG336MB,MRG336MB,CANACONA - PALOLEM,3,cc33ff,,ktcl-goa-in
MRG319MB,MRG319MB,CANACONA - PEDDE,3,cc33ff,,ktcl-goa-in
MRG342MB,MRG342MB,CANACONA - POIGUINIM,3,cc33ff,,ktcl-goa-in
MRG328MB,MRG328MB,CANACONA - POLLEM,3,cc33ff,,ktcl-goa-in
MRG46,MRG46,CANACONA - POPAIDANDO,3,,,ktcl-goa-in
MRG320MB,MRG320MB,CANACONA - TISCON,3,cc33ff,,ktcl-goa-in
MRG49MB,MRG49MB,CANACONA - TUDAL via GAODONGARI,3,cc33ff,,ktcl-goa-in
MRG57,MRG57,CUNCOLIM - VELIM MKT via MURIDA,3,,,ktcl-goa-in
MRG44,MRG44,CANACONA - VAL,3,,,ktcl-goa-in
MRG376MB,MRG376MB,COPRIMODDI - MARGAO,3,cc33ff,,ktcl-goa-in
MRG324MB,MRG324MB,CANACONA - VAIZWADA,3,cc33ff,,ktcl-goa-in
MRG125IS,MRG125IS,MARGAO - BELGAVI CBT via ANMOD,3,,,ktcl-goa-in
MRG124IS,MRG124IS,MARGAO - BELGAVI CBT via CURCHOREM,3,,,ktcl-goa-in
PNJ100,PNJ100,MARGAO - RITE COLAGE,3,,,ktcl-goa-in
MRG98,MRG98,MARGAO - SAL,3,,,ktcl-goa-in
MRG363MB,MRG363MB,MARGAO - SANGUEM,3,cc33ff,,ktcl-goa-in
MRG84,MRG84,MARGAO - SAVAI,3,,,ktcl-goa-in
MRG35,MRG35,MARGAO - RAJBAG,3,,,ktcl-goa-in
MRG20,MRG20,MARGAO - SHIRODA,3,,,ktcl-goa-in
MRG113,MRG113,MARGAO - TALEWADE via CUNCOLIM,3,,,ktcl-goa-in
MRG34,MRG34,MARGAO - TIRVAN,3,,,ktcl-goa-in
MRG33,MRG33,MARGAO - TUDAL,3,,,ktcl-goa-in
MRG353MB,MRG353MB,MARGAO - VAIZWADA,3,cc33ff,,ktcl-goa-in
MRG37,MRG37,MARGAO - VAL,3,,,ktcl-goa-in
MRG19,MRG19,MARGAO - PONDA,3,,,ktcl-goa-in
MRG341MB,MRG341MB,MARGAO - PALLOLEM,3,cc33ff,,ktcl-goa-in
MRG3,MRG3,MARGAO - PANAJI,3,,,ktcl-goa-in
MRG115E,MRG115E,MARGAO - PANAJI,3,00b33c,,ktcl-goa-in
MRG2,MRG2,MARGAO - PANAJI via CANSAULIM,3,,,ktcl-goa-in
VSD38,VSD38,MARGAO - PANAJI via CANSAULIM,3,,,ktcl-goa-in
MRG18,MRG18,"MARGAO - PONDA via TITAN,TITAN",3,,,ktcl-goa-in
MRG1E,MRG1E,MARGAO - PANAJI via CORTALIM,3,00b33c,,ktcl-goa-in
MRG189E,MRG189E,MARGAO - PATRADEVI,3,00b33c,,ktcl-goa-in
MRG349MB,MRG349MB,MARGAO - PEDDE,3,cc33ff,,ktcl-goa-in
MRG67,MRG67,MARGAO - PIRLA,3,,,ktcl-goa-in
MRG305MB,MRG305MB,MARGAO - POIGUINIM,3,cc33ff,,ktcl-goa-in
MRG142MB,MRG142MB,MARGAO - POLLEM via CANACONA,3,cc33ff,,ktcl-goa-in
MRG1,MRG1,MARGAO - PANAJI via CORTALIM,3,,,ktcl-goa-in
PNJ51,PNJ51,PANAJI - AGARWADA,3,,,ktcl-goa-in
VSD18,VSD18,PANAJI - ANSOLEM via MARCEL,3,,,ktcl-goa-in
PRV97,PRV97,PANAJI - ASHVE,3,,,ktcl-goa-in
PRV34,PRV34,PANAJI - ADVOI via MARCEL,3,,,ktcl-goa-in
PNJ124IS,PNJ124IS,PANAJI - BADAMI via ANMOD,3,,,ktcl-goa-in
PNJ123IS,PNJ123IS,PANAJI - BADAMI via CHORLA,3,,,ktcl-goa-in
PRV118,PRV118,PANAJI - BADEM via MAPUSA,3,,,ktcl-goa-in
MRG38,MRG38,MARGAO - VAL,3,,,ktcl-goa-in
PNJ85,PNJ85,OLD GOA FRY - NARVA FERRY via MALAR,3,,,ktcl-goa-in
MRG109S,MRG109S,MARGAO - VASCO,3,00b33c,,ktcl-goa-in
MRG7,MRG7,MARGAO - VASCO via BIRLA,3,,,ktcl-goa-in
MRG8,MRG8,MARGAO - VASCO via CANSAULIM,3,,,ktcl-goa-in
VSD46,VSD46,MARGAO - VASCO via CIPLA,3,,,ktcl-goa-in
MRG177E,MRG177E,MARGAO - VASCO via CORTALIM,3,00b33c,,ktcl-goa-in
MRG6,MRG6,MARGAO - VASCO via CORTALIM,3,,,ktcl-goa-in
MRG54,MRG54,MARGAO - VELIM MKT via CUNCOLIM,3,,,ktcl-goa-in
MRG94,MRG94,MARGAO - VELSAO B/S via MAJORDA,3,,,ktcl-goa-in
MRG97,MRG97,MARGAO - VOILE DHAVE,3,,,ktcl-goa-in
MRG359MB,MRG359MB,MARGAO - YEDA,3,cc33ff,,ktcl-goa-in
PNJ205,PNJ205,MARITA BAKR - MARITA BAKR,3,,,ktcl-goa-in
PNJ206,PNJ206,MARITA BAKR - ST.PEDRO,3,,,ktcl-goa-in
MRG71,MRG71,MOLKOPON - DON BOSCO via RIVONA,3,,,ktcl-goa-in
VSD88,VSD88,MORJI TEMPLE - MANDRE MDMZ,3,,,ktcl-goa-in
PRV109,PRV109,MORJIM - HARMAL via SAWANTWADA,3,,,ktcl-goa-in
PRV224,PRV224,MARGAO - VOLVOI,3,,,ktcl-goa-in
MRG60MB,MRG60MB,MARGAO - NETURLIM,3,cc33ff,,ktcl-goa-in
MRG21,MRG21,MARGAO - CURCHOREM via QUEPEM,3,,,ktcl-goa-in
MRG340,MRG340,MARGAO - DABE,3,,,ktcl-goa-in
MRG105,MRG105,MARGAO - FMD ENG CLG via PONDA,3,,,ktcl-goa-in
MRG23,MRG23,MARGAO - CURCHOREM via GUIRDOLIM,3,,,ktcl-goa-in
MRG89,MRG89,MARGAO - GOA UNVRSTY via CORTALIM,3,,,ktcl-goa-in
MRG123IS,MRG123IS,MARGAO - GOKARNA via KARWAR,3,,,ktcl-goa-in
MRG344MB,MRG344MB,MARGAO - GOKULDE,3,cc33ff,,ktcl-goa-in
MRG69,MRG69,MARGAO - GUIRDOLIM via MACAZAN,3,,,ktcl-goa-in
MRG10,MRG10,MARGAO - HARBOUR via BIRLA,3,,,ktcl-goa-in
MRG10E,MRG10E,MARGAO - HARBOUR via BIRLA,3,00b33c,,ktcl-goa-in
MRG126IS,MRG126IS,MARGAO - HUBALI via ANMOD,3,,,ktcl-goa-in
MRG22,MRG22,MARGAO - CURCHOREM,3,,,ktcl-goa-in
MRG78,MRG78,MARGAO - CURCHOREM,3,,,ktcl-goa-in
MRG53,MRG53,MARGAO - BETUL via CUNCOLIM,3,,,ktcl-goa-in
MRG24,MRG24,MARGAO - BICHOLIM,3,,,ktcl-goa-in
MRG39,MRG39,MARGAO - CAB.DE.RAM via FATORPA,3,,,ktcl-goa-in
MRG27,MRG27,MARGAO - CANACONA,3,,,ktcl-goa-in
MRG26MB,MRG26MB,MARGAO - CANACONA via CUNCOLIM,3,cc33ff,,ktcl-goa-in
MRG26,MRG26,MARGAO - CANACONA via CUNCOLIM,3,,,ktcl-goa-in
MRG102,MRG102,MARGAO - CIPLA via CORTALIM,3,,,ktcl-goa-in
MRG101E,MRG101E,MARGAO - CIPLA via VERNA,3,00b33c,,ktcl-goa-in
MRG148,MRG148,MARGAO - COLLEM via PONDA,3,,,ktcl-goa-in
MRG329MB,MRG329MB,MARGAO - CURCHOREM,3,cc33ff,,ktcl-goa-in
MRG110S,MRG110S,MARGAO - CURCHOREM,3,00b33c,,ktcl-goa-in
MRG60E,MRG60E,MARGAO - NETURLIM,3,00b33c,,ktcl-goa-in
MRG138,MRG138,MARGAO - MACAZAN,3,,,ktcl-goa-in
MRG132IS,MRG132IS,MARGAO - MALVAN via MALEWAD,3,,,ktcl-goa-in
MRG186,MRG186,MARGAO - MANDOPA CROSS,3,,,ktcl-goa-in
MRG168,MRG168,MARGAO - MANGAL,3,,,ktcl-goa-in
MRG130IS,MRG130IS,MARGAO - MIRAJ via RADHANAGRI,3,,,ktcl-goa-in
MRG59E,MRG59E,MARGAO - MOLLEM,3,00b33c,,ktcl-goa-in
MRG194E,MRG194E,MARGAO - MOPA AIRPORT,3,00b33c,,ktcl-goa-in
MRG64,MRG64,MARGAO - MOLKOPON,3,,,ktcl-goa-in
MRG345MB,MRG345MB,MARGAO - INDRAWADO,3,cc33ff,,ktcl-goa-in
MRG30,MRG30,MARGAO - KUSKEM,3,,,ktcl-goa-in
MRG29,MRG29,MARGAO - KUSKEM,3,,,ktcl-goa-in
MRG65,MRG65,MARGAO - KALAY,3,,,ktcl-goa-in
MRG198,MRG198,MARGAO - KALAY,3,,,ktcl-goa-in
MRG66,MRG66,MARGAO - KALAY,3,,,ktcl-goa-in
MRG170EIS,MRG170EIS,MARGAO - KARWAR,3,00b33c,,ktcl-goa-in
MRG121IS,MRG121IS,MARGAO - KARWAR via CANACONA,3,,,ktcl-goa-in
MRG302MB,MRG302MB,MARGAO - KUSKEM,3,cc33ff,,ktcl-goa-in
MRG366MB,MRG366MB,MARGAO - KHADDE,3,cc33ff,,ktcl-goa-in
MRG32,MRG32,MARGAO - KHARGAL,3,,,ktcl-goa-in
MRG351MB,MRG351MB,MARGAO - KHOLA,3,cc33ff,,ktcl-goa-in
MRG364MB,MRG364MB,MARGAO - KHOTIGAO,3,cc33ff,,ktcl-goa-in
MRG128IS,MRG128IS,MARGAO - KOLHAPUR via BELGAVI CBT,3,,,ktcl-goa-in
MRG129IS,MRG129IS,MARGAO - KOLHAPUR via SAWANTWADI,3,,,ktcl-goa-in
VSD20,VSD20,MARGAO - KUDCHRE TMP,3,,,ktcl-goa-in
MRG31,MRG31,MARGAO - KHARGAL,3,,,ktcl-goa-in
VSD16,VSD16,VASCO - SONAL,3,,,ktcl-goa-in
V1,V1,"Panaji To Panaji via Patto Plaza, Portais, Kala Academy",3,,7F00FF,ktcl-goa-in
V2,V2,"Panaji To Panaji via Panaji Ferry, Kala Academy, Patto Plaza",3,,7F00FF,ktcl-goa-in
O1,O1,"Panaji To Panaji via Patto Plaza, Taleigao, Portais",3,,FFA500,ktcl-goa-in
I2,I2,Neuro Rehab Centre To Panaji Market (DB Marg) via Neuro Rehab Centre To Panaji Market (DB Marg),3,,4B0082,ktcl-goa-in
I1,I1,Panaji Market (DB Marg) To Neuro Rehab Centre via Panaji Market (DB Marg) To Neuro Rehab Centre,3,,4B0082,ktcl-goa-in
R1,R1,"Panaji Bus Stand To Panaji Bus Stand via TALEIGAO, DONA PAULA, CARANZALEM",3,,FF0000,ktcl-goa-in
R2,R2,"Panaji Bus Stand To Panaji Bus Stand via CARANZALEM, DONA PAULA, TALEIGAO",3,,FF0000,ktcl-goa-in
B1,B1,Central Panaji City Route via Central Panaji City Route,3,,0000FF,ktcl-goa-in
G1,G1,"Panaji To Panaji via Church Square, Goa Art College, Panji Market",3,,008000,ktcl-goa-in
G2,G2,"Panaji To Panaji via Panji Ferry, Kala Academy, Old Patto Bridge",3,,008000,ktcl-goa-in
Y1,Y1,Panaji To Panaji via BAMBOLIM-DONA PAULA-MIRAMAR,3,,FFFF00,ktcl-goa-in
Y2,Y2,"Panaji To Panaji via MIRAMAR,DONA PAULA,BAMBOLIM",3,,FFFF00,ktcl-goa-in
