trip_id,route_id,service_id,trip_headsign,direction_id
MRG12:18:30:VSD:50A50:762,MRG12,FULLW,PONDA-MARDOL-PANAJI,1
MRG120:17:15:PNJ:12A12:763,MRG120IS,FULLW,PANAJI-MARGAO-KARWAR,0
MRG120:05:30:PNJ:12A12:764,MRG120IS,FULLW,KARWAR-MARGAO-PANAJI,1
MRG121:08:10:MRG:31A31:765,MRG121IS,FULLW,MARGAO-CANACONA-KARWAR,0
MRG121:09:40:MRG:26A26:766,MRG121IS,FULLW,MARGAO-CANACONA-KARWAR,0
MRG121:10:00:MRG:27A27:767,MRG121IS,FULLW,MARGAO-CANACONA-KARWAR,0
MRG121:10:25:MRG:28A28:768,MRG121IS,FULLW,MARGAO-CANACONA-KARWAR,0
MRG121:11:10:MRG:29A29:769,MRG121IS,FULLW,MARGAO-CANACONA-KARWAR,0
MRG121:15:10:MRG:31A31:770,MRG121IS,FULLW,MARGAO-CANACONA-KARWAR,0
MRG121:10:15:MRG:30A30:771,MRG121IS,FULLW,KARWAR-CANACONA-MARGAO,1
MRG121:11:15:MRG:31A31:772,MRG121IS,FULLW,KARWAR-CANACONA-MARGAO,1
MRG121:12:45:MRG:26A26:773,MRG121IS,FULLW,KARWAR-CANACONA-MARGAO,1
MRG121:13:30:MRG:27A27:774,MRG121IS,FULLW,KARWAR-CANACONA-MARGAO,1
MRG121:13:45:MRG:28A28:775,MRG121IS,FULLW,KARWAR-CANACONA-MARGAO,1
MRG121:14:20:MRG:29A29:776,MRG121IS,FULLW,KARWAR-CANACONA-MARGAO,1
MRG122:07:20:MRG:30A30:777,MRG122IS,FULLW,CURCHOREM-CANACONA-KARWAR,0
MRG123:13:00:MRG:24A24:778,MRG123IS,FULLW,MARGAO-KARWAR-GOKARNA,0
MRG123:08:15:MRG:24A24:779,MRG123IS,FULLW,GOKARNA-KARWAR-MARGAO,1
MRG124:07:30:MRG:23A:780,MRG124IS,FULLW,MARGAO-CURCHOREM-BELGAVI CBT,0
MRG124:08:30:MRG:22A:781,MRG124IS,FULLW,MARGAO-CURCHOREM-BELGAVI CBT,0
MRG124:13:00:MRG:23A:782,MRG124IS,FULLW,BELGAVI CBT-BELGAVI RLY-CURCHOREM-MARGAO,1
MRG125:06:00:MRG:19A:783,MRG125IS,FULLW,MARGAO-PONDA-BELGAVI CBT,0
MRG125:09:00:MRG:20A:784,MRG125IS,FULLW,MARGAO-PONDA-BELGAVI CBT,0
MRG125:15:30:MRG:21A21:785,MRG125IS,FULLW,MARGAO-PONDA-BELGAVI CBT,0
MRG125:05:30:MRG:21A21:786,MRG125IS,FULLW,BELGAVI CBT-BELGAVI RLY-ANMOD-PONDA-MARGAO,1
MRG125:11:15:MRG:19A:787,MRG125IS,FULLW,BELGAVI CBT-BELGAVI RLY-ANMOD-PONDA-MARGAO,1
MRG125:14:00:MRG:22A:788,MRG125IS,FULLW,BELGAVI CBT-BELGAVI RLY-ANMOD-PONDA-MARGAO,1
MRG125:15:00:MRG:20A:789,MRG125IS,FULLW,BELGAVI CBT-BELGAVI RLY-ANMOD-PONDA-MARGAO,1
MRG125:10:00:PNJ:8A:790,MRG125IS,FULLW,MARGAO-PONDA-BELGAVI CBT,0
MRG126:10:15:MRG:17A18:791,MRG126IS,FULLW,MARGAO-PONDA-ANMOD-HUBALI,0
MRG126:05:30:MRG:17A18:792,MRG126IS,FULLW,HUBALI-ANMOD-PONDA-MARGAO,1
MRG128:12:00:MRG:15A16:793,MRG128IS,FULLW,MARGAO-ANMOD-BELGAVI CBT-KOLHAPUR,0
MRG128:06:15:MRG:15A16:794,MRG128IS,FULLW,KOLHAPUR-BELGAVI CBT-ANMOD-MARGAO,1
MRG129:12:30:MRG:13A14:795,MRG129IS,FULLW,MARGAO-PANAJI-SAWANTWADI-KOLHAPUR,0
MRG129:05:30:MRG:13A14:796,MRG129IS,FULLW,KOLHAPUR-SAWANTWADI-PANAJI-MARGAO,1
MRG13:07:45:MRG:116A116:797,MRG13,FULLW,SHIRODA-CIPLA-CORTALIM-PANAJI,1
MRG130:08:45:MRG:11A12:798,MRG130IS,FULLW,MARGAO-PANAJI-KOLHAPUR-MIRAJ,0
MRG130:07:15:MRG:11A12:799,MRG130IS,FULLW,MIRAJ-KOLHAPUR-PANAJI-MARGAO,1
MRG132:07:45:MRG:25A:800,MRG132IS,FULLW,MARGAO-PANAJI-SAWANTWADI-MALVAN,0
MRG132:14:30:MRG:25A:801,MRG132IS,FULLW,MALVAN-SAWANTWADI-MARGAO,1
MRG138:13:30:MRG:95A95:802,MRG138,FULLW,MARGAO-CURTORIM-MACAZAN,0
MRG138:14:05:MRG:95A95:803,MRG138,FULLW,MACAZAN-CURTORIM-MARGAO,1
MRG14:10:10:MRG:116A116:804,MRG14,FULLW,PANAJI-PONDA-SHIRODA-CURCHOREM,0
MRG14:16:45:MRG:107A107:805,MRG14,FULLW,PANAJI-PONDA-CURCHOREM,0
MRG14:07:40:MRG:107A107:806,MRG14,FULLW,CURCHOREM-PONDA-PANAJI,1
MRG14:12:45:MRG:107A107:807,MRG14,FULLW,CURCHOREM-PONDA-PANAJI,1
MRG14:11:40:PRV:86A86:808,MRG14,FULLW,PANAJI-PONDA-CURCHOREM,0
MRG14:14:30:PRV:86A86:809,MRG14,FULLW,CURCHOREM-PONDA-PANAJI,1
MRG141:17:30:MRG:99A99:810,MRG141,FULLW,MARGAO-BALLI-SUBDALEM,0
MRG141:07:30:MRG:99A99:811,MRG141,FULLW,SUBDALEM-MARGAO-CORTALIM-PANAJI,1
MRG142:06:30:MRG:MB30A:812,MRG142MB,FULLW,MARGAO-CANACONA-POLLEM,0
MRG142:08:50:MRG:MB10A:813,MRG142MB,FULLW,MARGAO-CANACONA-POLLEM,0
MRG142:11:15:MRG:MB36A:814,MRG142MB,FULLW,MARGAO-CANACONA-POLLEM,0
MRG142:14:55:MRG:MB38A:815,MRG142MB,FULLW,MARGAO-CANACONA-POLLEM,0
MRG142:16:10:MRG:MB29A:816,MRG142MB,FULLW,MARGAO-CANACONA-POLLEM,0
MRG142:16:40:MRG:MB9A:817,MRG142MB,FULLW,MARGAO-CANACONA-POLLEM,0
MRG142:17:05:MRG:MB7A:818,MRG142MB,FULLW,MARGAO-CANACONA-POLLEM,0
MRG142:17:15:MRG:MB52A:819,MRG142MB,FULLW,MARGAO-CANACONA-POLLEM,0
MRG142:18:20:MRG:MB10A:820,MRG142MB,FULLW,MARGAO-CANACONA-POLLEM,0
MRG142:06:05:MRG:MB10A:821,MRG142MB,FULLW,POLLEM-CANACONA-MARGAO,1
MRG142:06:10:MRG:MB7A:822,MRG142MB,FULLW,POLLEM-CANACONA-MARGAO,1
MRG142:07:15:MRG:MB52A:823,MRG142MB,FULLW,POLLEM-CANACONA-MARGAO,1
MRG142:07:40:MRG:MB29A:824,MRG142MB,FULLW,POLLEM-CANACONA-MARGAO,1
MRG142:09:15:MRG:MB30A:825,MRG142MB,FULLW,POLLEM-CANACONA-MARGAO,1
MRG142:17:15:MRG:MB38A:826,MRG142MB,FULLW,POLLEM-CANACONA-MARGAO,1
MRG148:16:55:MRG:29A29:827,MRG148,FULLW,MARGAO-PONDA-MOLLEM-COLLEM,0
MRG148:08:00:MRG:29A29:828,MRG148,FULLW,COLLEM-MOLLEM-PONDA-MARGAO,1
MRG16:06:30:MRG:103A103:829,MRG16,FULLW,PONDA-SHIRODA-CURCHOREM,0
MRG16:19:15:MRG:103A103:830,MRG16,FULLW,CURCHOREM-SHIRODA-PONDA,1
MRG16:19:30:PNJ:62A:831,MRG16,FULLW,PONDA-SHIRODA-CURCHOREM,0
MRG16:19:30:PNJ:62A62:832,MRG16,FULLW,PONDA-SHIRODA-CURCHOREM,0
MRG16:06:30:PNJ:62A62:833,MRG16,FULLW,CURCHOREM-SHIRODA-PONDA,1
MRG16:06:30:PNJ:62A62:834,MRG16,FULLW,CURCHOREM-SHIRODA-PONDA,1
MRG165:18:20:MRG:109A109:835,MRG165,FULLW,CURCHOREM-RIVONA-CURPEM-MANGAL,0
MRG166:11:50:MRG:109A109:836,MRG166,FULLW,CURCHOREM-RIVONA-SULCORNA-MANGAL,0
MRG167:14:15:MRG:109A109:837,MRG167,FULLW,MANGAL-VADEM COLON-SNG COURT-CURCHOREM,1
MRG168:07:15:MRG:109A109:838,MRG168,FULLW,MANGAL-CURPEM-RIVONA-TILAMOL-MARGAO,1
MRG17:13:30:MRG:103A103:839,MRG17,FULLW,PONDA-DHARBANDORA-CURCHOREM,0
MRG17:07:50:MRG:103A103:840,MRG17,FULLW,CURCHOREM-DHARBANDORA-PONDA,1
MRG17:12:15:MRG:103A103:841,MRG17,FULLW,CURCHOREM-DHARBANDORA-PONDA,1
MRG170:06:00:MRG:EV38A38:842,MRG170EIS,FULLW,MARGAO-CANACONA-KARWAR,0
MRG170:06:30:MRG:EV39A39:843,MRG170EIS,FULLW,MARGAO-CANACONA-KARWAR,0
MRG170:07:00:MRG:EV40A40:844,MRG170EIS,FULLW,MARGAO-CANACONA-KARWAR,0
MRG170:11:30:MRG:EV32A32:845,MRG170EIS,FULLW,MARGAO-CANACONA-KARWAR,0
MRG170:12:00:MRG:EV33A33:846,MRG170EIS,FULLW,MARGAO-CANACONA-KARWAR,0
MRG170:12:30:MRG:EV34A34:847,MRG170EIS,FULLW,MARGAO-CANACONA-KARWAR,0
MRG170:13:45:MRG:EV35A35:848,MRG170EIS,FULLW,MARGAO-CANACONA-KARWAR,0
MRG170:14:00:MRG:EV36A36:849,MRG170EIS,FULLW,MARGAO-CANACONA-KARWAR,0
MRG170:14:40:MRG:EV37A37:850,MRG170EIS,FULLW,MARGAO-CANACONA-KARWAR,0
MRG170:19:00:MRG:EV41A41:851,MRG170EIS,FULLW,MARGAO-CANACONA-KARWAR,0
MRG170:06:00:MRG:EV41A41:852,MRG170EIS,FULLW,KARWAR-CANACONA-MARGAO,1
MRG170:08:45:MRG:EV38A38:853,MRG170EIS,FULLW,KARWAR-CANACONA-MARGAO,1
MRG170:09:30:MRG:EV39A39:854,MRG170EIS,FULLW,KARWAR-CANACONA-MARGAO,1
MRG170:10:00:MRG:EV40A40:855,MRG170EIS,FULLW,KARWAR-CANACONA-MARGAO,1
MRG170:15:15:MRG:EV32A32:856,MRG170EIS,FULLW,KARWAR-CANACONA-MARGAO,1
MRG170:16:00:MRG:EV33A33:857,MRG170EIS,FULLW,KARWAR-CANACONA-MARGAO,1
MRG170:16:45:MRG:EV34A34:858,MRG170EIS,FULLW,KARWAR-CANACONA-MARGAO,1
MRG170:17:15:MRG:EV36A36:859,MRG170EIS,FULLW,KARWAR-CANACONA-MARGAO,1
MRG170:17:30:MRG:EV35A35:860,MRG170EIS,FULLW,KARWAR-CANACONA-MARGAO,1
MRG170:18:00:MRG:EV37A37:861,MRG170EIS,FULLW,KARWAR-CANACONA-MARGAO,1
MRG172:18:30:MRG:EV42A42:862,MRG172EIS,FULLW,PANAJI-PATRADEVI-SAWANTWADI,0
MRG172:07:00:MRG:EV42A42:863,MRG172EIS,FULLW,SAWANTWADI-PATRADEVI-PANAJI,1
MRG173:08:20:MRG:EV77A77:864,MRG173E,FULLW,SADA-VASCO-CORTALIM-PANAJI,0
MRG175:08:00:MRG:EV79A79:865,MRG175E,FULLW,PANAJI-CORTALIM-VASCO,0
MRG175:09:30:MRG:EV42A42:866,MRG175E,FULLW,PANAJI-CORTALIM-VASCO,0
MRG175:13:55:MRG:EV77A77:867,MRG175E,FULLW,PANAJI-CORTALIM-VASCO,0
MRG175:15:35:MRG:EV83A83:868,MRG175E,FULLW,PANAJI-CORTALIM-VASCO,0
MRG175:16:00:MRG:EV78A78:869,MRG175E,FULLW,PANAJI-CORTALIM-VASCO,0
MRG175:17:30:MRG:EV77A77:870,MRG175E,FULLW,PANAJI-CORTALIM-VASCO,0
MRG175:09:30:MRG:EV79A79:871,MRG175E,FULLW,VASCO-CORTALIM-PANAJI,1
MRG175:14:30:MRG:EV83A83:872,MRG175E,FULLW,VASCO-CORTALIM-PANAJI,1
MRG175:15:15:MRG:EV77A77:873,MRG175E,FULLW,VASCO-CORTALIM-PANAJI,1
MRG175:17:15:MRG:EV78A78:874,MRG175E,FULLW,VASCO-CORTALIM-PANAJI,1
MRG176:08:25:MRG:EV83A83:875,MRG176E,FULLW,VASCO-BIRLA-MARGAO,0
MRG176:19:00:MRG:EV53A53:876,MRG176E,FULLW,VASCO-BIRLA-MARGAO,0
MRG176:07:45:MRG:EV33A33:877,MRG176E,FULLW,MARGAO-BIRLA-VASCO,1
MRG177:13:15:MRG:EV83A83:878,MRG177E,FULLW,MARGAO-CORTALIM-VASCO,0
MRG177:09:15:MRG:EV33A33:879,MRG177E,FULLW,VASCO-CORTALIM-MARGAO,1
MRG177:11:25:MRG:EV42A42:880,MRG177E,FULLW,VASCO-CORTALIM-MARGAO,1
MRG177:18:45:MRG:EV77A77:881,MRG177E,FULLW,VASCO-CORTALIM-MARGAO,1
MRG177:16:00:PNJ:EV48A48:882,MRG177E,FULLW,MARGAO-CORTALIM-VASCO,0
MRG177:20:40:PNJ:EV47A47:883,MRG177E,FULLW,VASCO-CORTALIM-MARGAO,1
MRG179:17:00:MRG:EV83A83:884,MRG179E,FULLW,VASCO-CIPLA-PONDA-SHIRODA,0
MRG179:06:30:MRG:EV83A83:885,MRG179E,FULLW,SHIRODA-PONDA-CIPLA-VASCO,1
MRG18:09:00:MRG:122A122:886,MRG18,FULLW,PONDA-MARGAO,1
MRG18:09:15:MRG:103A103:887,MRG18,FULLW,PONDA-MARGAO,1
MRG180:06:50:MRG:EV36A36:888,MRG180E,FULLW,PANAJI-PONDA-CIPLA-MARGAO,0
MRG180:18:00:MRG:EV44A44:889,MRG180E,FULLW,PANAJI-MARGAO,0
MRG180:20:40:MRG:EV36A36:890,MRG180E,FULLW,MARGAO-PONDA-PANAJI,1
MRG180:07:00:PRV:26A26:891,MRG180,FULLW,PANAJI-MARDOL-PONDA-CIPLA-MARGAO,0
MRG186:08:10:MRG:113A:892,MRG186,FULLW,MARGAO-MANDOPA CROSS,0
MRG186:10:40:MRG:113A:893,MRG186,FULLW,MARGAO-MANDOPA CROSS,0
MRG186:16:10:MRG:113A:894,MRG186,FULLW,MARGAO-MANDOPA CROSS,0
MRG186:18:00:MRG:113A:895,MRG186,FULLW,MARGAO-MANDOPA CROSS,0
MRG186:08:40:MRG:113A:896,MRG186,FULLW,MANDOPA CROSS-MARGAO,1
MRG186:11:20:MRG:113A:897,MRG186,FULLW,MANDOPA CROSS-MARGAO,1
MRG186:17:00:MRG:113A:898,MRG186,FULLW,MANDOPA CROSS-MARGAO,1
MRG186:18:30:MRG:113A:899,MRG186,FULLW,MANDOPA CROSS-MARGAO,1
MRG187:07:50:MRG:EV55A55:900,MRG187S,FULLW,CURCHOREM-MARGAO-PANAJI,0
MRG187:06:50:MRG:EV55A55:901,MRG187S,FULLW,MARGAO-CURCHOREM,1
MRG189:17:15:MRG:EV82A82:902,MRG189E,FULLW,MARGAO-CIPLA-PANAJI-PEDNE-PATRADEVI,0
MRG189:06:15:MRG:EV82A82:903,MRG189E,FULLW,PATRADEVI-PEDNE-PANAJI-CIPLA-MARGAO,1
MRG19:12:00:MRG:73A:904,MRG19,FULLW,MARGAO-PONDA,0
MRG19:12:15:MRG:120A120:905,MRG19,FULLW,MARGAO-FATORDA-PONDA,0
MRG19:09:15:MRG:MRGH-72:906,MRG19,FULLW,PONDA-ARLEM-MARGAO,1
MRG194:05:00:MRG:EV44A44:907,MRG194E,FULLW,MARGAO-PANAJI-MAPUSA-MOPA AIRPORT,0
MRG194:06:30:MRG:EV45A45:908,MRG194E,FULLW,MARGAO-PANAJI-MAPUSA-MOPA AIRPORT,0
MRG194:08:15:MRG:EV52A52:909,MRG194E,FULLW,PANAJI-MAPUSA-MOPA AIRPORT,0
MRG194:08:30:MRG:EV46A46:910,MRG194E,FULLW,MARGAO-PANAJI-MAPUSA-MOPA AIRPORT,0
MRG194:10:30:MRG:EV44A44:911,MRG194E,FULLW,PANAJI-MAPUSA-MOPA AIRPORT,0
MRG194:13:45:MRG:EV46A46:912,MRG194E,FULLW,PANAJI-MAPUSA-MOPA AIRPORT,0
MRG194:15:00:MRG:EV52A52:913,MRG194E,FULLW,MARGAO-PANAJI-MAPUSA-MOPA AIRPORT,0
MRG194:08:15:MRG:EV44A44:914,MRG194E,FULLW,MOPA AIRPORT-MAPUSA-PANAJI,1
MRG194:10:30:MRG:EV52A52:915,MRG194E,FULLW,MOPA AIRPORT-MAPUSA-PANAJI-MARGAO,1
MRG194:11:15:MRG:EV46A46:916,MRG194E,FULLW,MOPA AIRPORT-MAPUSA-PANAJI,1
MRG194:12:30:MRG:EV44A44:917,MRG194E,FULLW,MOPA AIRPORT-MAPUSA-PANAJI-MARGAO,1
MRG194:16:00:MRG:EV46A46:918,MRG194E,FULLW,MOPA AIRPORT-MAPUSA-PANAJI-MARGAO,1
MRG194:20:00:PRV:128A:919,MRG194E,FULLW,MOPA AIRPORT-MAPUSA-PANAJI,1
MRG195:06:00:MRG:EV47A47:920,MRG195E,FULLW,CALANGUTE-MAPUSA-MOPA AIRPORT,0
MRG195:07:00:MRG:EV48A48:921,MRG195E,FULLW,CALANGUTE-MAPUSA-MOPA AIRPORT,0
MRG195:10:00:MRG:EV47A47:922,MRG195E,FULLW,CALANGUTE-MAPUSA-MOPA AIRPORT,0
MRG195:11:45:MRG:EV48A48:923,MRG195E,FULLW,CALANGUTE-MAPUSA-MOPA AIRPORT,0
MRG195:08:00:MRG:EV47A47:924,MRG195E,FULLW,MOPA AIRPORT-MAPUSA-CALANGUTE,1
MRG195:10:15:MRG:EV48A48:925,MRG195E,FULLW,MOPA AIRPORT-MAPUSA-CALANGUTE,1
MRG195:11:30:MRG:EV45A45:926,MRG195E,FULLW,MOPA AIRPORT-MAPUSA-CALANGUTE,1
MRG195:12:00:MRG:EV47A47:927,MRG195E,FULLW,MOPA AIRPORT-MAPUSA-CALANGUTE,1
MRG195:13:30:MRG:EV48A48:928,MRG195E,FULLW,MOPA AIRPORT-MAPUSA-CALANGUTE,1
MRG195:17:30:MRG:EV52A52:929,MRG195E,FULLW,MOPA AIRPORT-MAPUSA-CALANGUTE,1
MRG195:14:00:PRV:128A:930,MRG195E,FULLW,MAPUSA-MOPA AIRPORT,0
MRG195:16:30:PRV:128A:931,MRG195E,FULLW,CALANGUTE-MAPUSA-MOPA AIRPORT,0
MRG195:19:15:PRV:128A:932,MRG195E,FULLW,MAPUSA-MOPA AIRPORT,0
MRG195:14:45:PRV:128A:933,MRG195E,FULLW,MOPA AIRPORT-MAPUSA-CALANGUTE,1
MRG195:18:30:PRV:128A:934,MRG195E,FULLW,MOPA AIRPORT-MAPUSA,1
MRG196:18:30:MRG:31A31:935,MRG196IS,FULLW,KARWAR-CANACONA-RAJBAG,1
MRG198:12:00:MRG:122A122:936,MRG198,FULLW,MARGAO-CURCHOREM-COSTI-KALAY,0
MRG199:17:55:MRG:122A122:937,MRG199,FULLW,PANAJI-CURCHOREM-COSTI-KALAY,0
MRG199:14:25:MRG:122A122:938,MRG199,FULLW,KALAY-COSTI-CURCHOREM-PANAJI,1
MRG2:07:45:MRG:114A:939,MRG2,FULLW,MARGAO-CANSAULIM-PANAJI,0
MRG2:09:45:MRG:99A99:940,MRG2,FULLW,PANAJI-CANSAULIM-MARGAO,1
MRG2:13:30:MRG:119A119:941,MRG2,FULLW,PANAJI-CANSAULIM-MARGAO,1
MRG2:17:30:MRG:88A88:942,MRG2,FULLW,PANAJI-CANSAULIM-MARGAO,1
MRG2:18:10:MRG:30A30:943,MRG2,FULLW,PANAJI-CANSAULIM-MARGAO,1
MRG2:09:00:PRV:119A119:944,MRG2,FULLW,MARGAO-CORTALIM-PANAJI,0
MRG2:09:15:PRV:26A26:945,MRG2,FULLW,MARGAO-CORTALIM-PANAJI,0
MRG2:09:15:PRV:99A99:946,MRG2,FULLW,MARGAO-CORTALIM-PANAJI,0
MRG2:09:20:PRV:102A102:947,MRG2,FULLW,MARGAO-CORTALIM-PANAJI,0
MRG2:09:40:PRV:28A28:948,MRG2,FULLW,MARGAO-CORTALIM-PANAJI,0
MRG2:10:00:PRV:94A94:949,MRG2,FULLW,MARGAO-CORTALIM-PANAJI,0
MRG2:10:05:PRV:38A:950,MRG2,FULLW,MARGAO-CORTALIM-PANAJI,0
MRG2:10:20:PRV:24A24:951,MRG2,FULLW,MARGAO-CORTALIM-PANAJI,0
MRG2:14:40:PRV:68A68:952,MRG2,FULLW,MARGAO-CORTALIM-PANAJI,0
MRG2:15:40:PRV:85A85:953,MRG2,FULLW,MARGAO-CORTALIM-PANAJI,0
MRG2:17:40:PRV:68A68:954,MRG2,FULLW,MARGAO-CORTALIM-PANAJI,0
MRG2:19:15:PRV:37A37:955,MRG2,FULLW,MARGAO-CORTALIM-PANAJI,0
MRG2:21:30:PRV:68A68:956,MRG2,FULLW,MARGAO-CORTALIM-PANAJI,0
MRG2:08:15:PRV:38A:957,MRG2,FULLW,PANAJI-CANSAULIM-MARGAO,1
MRG20:07:00:MRG:116A116:958,MRG20,FULLW,MARGAO-BORI BRDG-SHIRODA,0
MRG200:07:00:MRG:120A120:959,MRG200,FULLW,KAMORCOND-SHIRODA-MARGAO,0
MRG200:14:45:MRG:120A120:960,MRG200,FULLW,KAMORCOND-SHIRODA-PONDA-MARGAO,0
MRG200:17:40:MRG:120A120:961,MRG200,FULLW,MARGAO-PONDA-SHIRODA-KAMORCOND,1
MRG204:13:30:MRG:112A112:962,MRG204,FULLW,DON BOSCO-RIVONA-QUEPEM-MARGAO,0
MRG205:07:00:MRG:122A122:963,MRG205,FULLW,KALAY-COSTI-CURCHOREM-PONDA-FMD ENG CLG,1
MRG21:05:50:MRG:105A105:964,MRG21,FULLW,MARGAO-QUEPEM-CURCHOREM,0
MRG21:06:10:MRG:30A30:965,MRG21,FULLW,MARGAO-QUEPEM-CURCHOREM,0
MRG21:10:45:MRG:110A110:966,MRG21,FULLW,MARGAO-QUEPEM-CURCHOREM,0
MRG21:10:50:MRG:109A109:967,MRG21,FULLW,MARGAO-CURCHOREM,0
MRG21:11:15:MRG:103A103:968,MRG21,FULLW,MARGAO-QUEPEM-CURCHOREM,0
MRG21:12:00:MRG:108A108:969,MRG21,FULLW,MARGAO-CURCHOREM,0
MRG21:09:05:MRG:110A110:970,MRG21,FULLW,CURCHOREM-QUEPEM-MARGAO,1
MRG22:07:00:MRG:105A105:971,MRG22,FULLW,CURCHOREM-Q. AMONA-MARGAO,1
MRG23:19:30:MRG:104A104:972,MRG23,FULLW,MARGAO-COTTA-CURCHOREM,0
MRG23:06:45:MRG:104A104:973,MRG23,FULLW,CURCHOREM-COTTA-MARGAO,1
MRG24:17:10:MRG:93A93:974,MRG24,FULLW,MARGAO-CIPLA-NEURA-BICHOLIM,0
MRG24:06:30:MRG:93A93:975,MRG24,FULLW,BICHOLIM-NEURA-CIPLA-MARGAO,1
MRG26:12:10:MRG:97A97:976,MRG26,FULLW,MARGAO-CANACONA,0
MRG26:13:55:MRG:94A94:977,MRG26,FULLW,MARGAO-CUNCOLIM-CANACONA,0
MRG26:08:10:MRG:MB38A:978,MRG26MB,FULLW,MARGAO-CUNCOLIM-CANACONA,0
MRG26:08:15:MRG:MB42A:979,MRG26MB,FULLW,MARGAO-CUNCOLIM-CANACONA,0
MRG26:08:55:MRG:MB40A:980,MRG26MB,FULLW,MARGAO-CUNCOLIM-CANACONA,0
MRG26:09:30:MRG:MB41A:981,MRG26MB,FULLW,MARGAO-CUNCOLIM-CANACONA,0
MRG26:09:35:MRG:MB17A:982,MRG26MB,FULLW,MARGAO-CUNCOLIM-CANACONA,0
MRG26:09:45:MRG:MB52A:983,MRG26MB,FULLW,MARGAO-CANACONA,0
MRG26:10:10:MRG:MB29A:984,MRG26MB,FULLW,MARGAO-CANACONA,0
MRG26:10:45:MRG:MB24A:985,MRG26MB,FULLW,MARGAO-CUNCOLIM-CANACONA,0
MRG26:11:35:MRG:MB12A:986,MRG26MB,FULLW,MARGAO-CUNCOLIM-CANACONA,0
MRG26:12:05:MRG:MB30A:987,MRG26MB,FULLW,MARGAO-CANACONA,0
MRG26:12:15:MRG:MB5A:988,MRG26MB,FULLW,MARGAO-CUNCOLIM-CANACONA,0
MRG26:12:20:MRG:MB39A:989,MRG26MB,FULLW,MARGAO-CANACONA,0
MRG26:12:25:MRG:MB7A:990,MRG26MB,FULLW,MARGAO-CANACONA,0
MRG26:12:45:MRG:MB40A:991,MRG26MB,FULLW,MARGAO-CUNCOLIM-CANACONA,0
MRG26:13:10:MRG:MB22A:992,MRG26MB,FULLW,MARGAO-CANACONA,0
MRG26:14:05:MRG:MB19A:993,MRG26MB,FULLW,MARGAO-CANACONA,0
MRG26:14:25:MRG:MB2A:994,MRG26MB,FULLW,MARGAO-CANACONA,0
MRG26:15:30:MRG:MB18A:995,MRG26MB,FULLW,MARGAO-CUNCOLIM-CANACONA,0
MRG26:15:40:MRG:MB37A:996,MRG26MB,FULLW,MARGAO-CUNCOLIM-CANACONA,0
MRG26:17:00:MRG:MB1A:997,MRG26MB,FULLW,MARGAO-CUNCOLIM-CANACONA,0
MRG26:17:10:MRG:MB27A:998,MRG26MB,FULLW,MARGAO-CUNCOLIM-CANACONA,0
MRG26:17:50:MRG:MB22A:999,MRG26MB,FULLW,MARGAO-CANACONA,0
MRG26:17:55:MRG:MB44A:1000,MRG26MB,FULLW,MARGAO-CUNCOLIM-CANACONA,0
MRG26:06:40:MRG:MB22A:1001,MRG26MB,FULLW,CANACONA-MARGAO,1
MRG26:06:40:MRG:MB4A:1002,MRG26MB,FULLW,CANACONA-CUNCOLIM-MARGAO,1
MRG26:07:25:MRG:MB5A:1003,MRG26MB,FULLW,CANACONA-CUNCOLIM-MARGAO,1
MRG26:07:30:MRG:MB40A:1004,MRG26MB,FULLW,CANACONA-CUNCOLIM-MARGAO,1
MRG26:07:40:MRG:MB37A:1005,MRG26MB,FULLW,CANACONA-MARGAO,1
MRG26:08:10:MRG:MB43A:1006,MRG26MB,FULLW,CANACONA-CUNCOLIM-MARGAO,1
MRG26:08:35:MRG:MB27A:1007,MRG26MB,FULLW,CANACONA-CUNCOLIM-MARGAO,1
MRG26:08:55:MRG:MB36A:1008,MRG26MB,FULLW,CANACONA-CUNCOLIM-MARGAO,1
MRG26:09:00:MRG:MB19A:1009,MRG26MB,FULLW,CANACONA-MARGAO,1
MRG26:09:05:MRG:MB23A:1010,MRG26MB,FULLW,CANACONA-CUNCOLIM-MARGAO,1
MRG26:09:25:MRG:MB28A:1011,MRG26MB,FULLW,CANACONA-CUNCOLIM-MARGAO,1
MRG26:09:40:MRG:MB44A:1012,MRG26MB,FULLW,CANACONA-CUNCOLIM-MARGAO,1
MRG26:09:40:MRG:MB1A:1013,MRG26MB,FULLW,CANACONA-CUNCOLIM-MARGAO,1
MRG26:09:55:MRG:MB42A:1014,MRG26MB,FULLW,CANACONA-CUNCOLIM-MARGAO,1
MRG26:10:00:MRG:MB45A:1015,MRG26MB,FULLW,CANACONA-CUNCOLIM-MARGAO,1
MRG26:11:15:MRG:MB40A:1016,MRG26MB,FULLW,CANACONA-CUNCOLIM-MARGAO,1
MRG26:12:05:MRG:MB52A:1017,MRG26MB,FULLW,CANACONA-MARGAO,1
MRG26:13:15:MRG:MB38A:1018,MRG26MB,FULLW,CANACONA-CUNCOLIM-MARGAO,1
MRG26:13:40:MRG:MB29A:1019,MRG26MB,FULLW,CANACONA-MARGAO,1
MRG26:14:10:MRG:MB37A:1020,MRG26MB,FULLW,CANACONA-CUNCOLIM-MARGAO,1
MRG26:14:45:MRG:MB24A:1021,MRG26MB,FULLW,CANACONA-CUNCOLIM-MARGAO,1
