stop_id,stop_name,stop_lat,stop_lon,location_type,zone_id
3649,Cabesa Ward B,15.4649845294802,73.8516584291138,0,3649
3651,Goa Medical College B,15.4643000190982,73.8567407343933,0,3651
3653,Old Bambolim Junction A,15.4603746829246,73.8513531944428,0,3653
3654,GMC Super Speciality Block,15.4632706,73.8547274,0,3654
3656,Radio Tower A,15.457343107326,73.8487863570084,0,3656
3664,Goa University Administration A,15.4582204374596,73.8335130724915,0,3664
3668,Oxdel Junction A,15.4594657912768,73.8229349632294,0,3668
3670,International Centre Goa A,15.4593299727421,73.819671480426,0,3670
3674,NIO Colony A,15.4587348034836,73.8072354686478,0,3674
3676,National Institute of Water Sports B,15.459782847738,73.8036826460327,0,3676
3678,Caranzalem Park B,15.4633366368072,73.8051462429917,0,3678
3680,Caranzalem Beach B,15.4677533452627,73.8072517325409,0,3680
3682,Tonca B,15.4725879123165,73.8084775785736,0,3682
3686,Sharda Mandir School B,15.4806882473146,73.8086756061516,0,3686
3690,Youth Hostel A,15.486073,73.811552,0,3690
3691,Youth Hostel B,15.4858815,73.8114646,0,3691
3692,Sati Bhavani Temple A,15.4872411,73.8316914,0,3692
3693,Sati Bhavani Temple B,15.4872355,73.8318051,0,3693
3694,Bhatlem A,15.4823393,73.8286201,0,3694
3695,Bhatlem B,15.4824875,73.8288423,0,3695
3696,Pimpleshwar Dutta Mandir A,15.4816836786515,73.826409414664,0,3696
3697,Pimpleshwar Dutta Mandir B,15.481815,73.8264156,0,3697
3698,TB Hospital A,15.4837097,73.822776,0,3698
3699,TB Hospital B,15.4843914,73.8220451,0,3699
3700,Madhuban Circle A,15.4860744,73.8207781,0,3700
3701,Madhuban Circle B,15.4863201,73.8207862,0,3701
3703,People's High School,15.4941825,73.8319683,0,3703
3704,Mary Immaculate School,15.4973558,73.8321362,0,3704
3705,Goa Dental College,15.4652431,73.8583257,0,3705
3706,Cujira Complex,15.4688887,73.8635211,0,3706
3707,Kala Academy C,15.4939385,73.8190502,0,3707
3708,Interstate Bus Stand B,15.4927911100877,73.8361309306885,0,3708
3709,Caculo Mall Circle B,15.4869431,73.8178746,0,3709
3710,Tonca Junction A,15.4804291,73.812305,0,3710
3711,Tonca Junction B,15.4802799,73.8122192,0,3711
3712,Caranzalem Junction A,15.4773124,73.8121343,0,3712
3713,Caranzalem Junction B,15.4772613,73.8120773,0,3713
3714,Kerant A,15.4727221,73.8117944,0,3714
3715,Kerant B,15.4728255,73.8118111,0,3715
3716,St. Francis Xavier Chapel A,15.4718031,73.8115825,0,3716
3717,Peace Haven School A,15.4705661,73.8098175,0,3717
3718,Caranzalem Football Ground A,15.4676787,73.8075985,0,3718
3719,Rosary Church A,15.4627872,73.8057837,0,3719
3720,Rosary Church B,15.462483,73.8056772,0,3720
3721,Caranzalem Football Ground B,15.4676787,73.8075985,0,3721
3722,Peace Haven School B,15.470416,73.8095193,0,3722
3723,St. Francis Xavier Chapel B,15.4716952,73.8115384,0,3723
3724,Taleigao Junction A,15.4684264,73.8194525,0,3724
3725,Taleigao Junction B,15.4682286,73.8197206,0,3725
3726,Taleigao A,15.4698189,73.8215575,0,3726
3727,Taleigao C,15.4698189,73.8215575,0,3727
3728,Taleigao B,15.4702345,73.8224666,0,3728
3729,Cardoz Waddo A,15.472903,73.8232564,0,3729
3730,Cardoz Waddo B,15.4731585,73.8232926,0,3730
3731,Odlem Bhat A,15.4779928,73.8224038,0,3731
3732,Odlem Bhat B,15.4786844,73.8223241,0,3732
3733,Shankarwadi A,15.4809272640721,73.8225543601189,0,3733
